Frame,L0_x,L0_y,L1_x,L1_y,L2_x,L2_y,L3_x,L3_y,L4_x,L4_y,L5_x,L5_y,L6_x,L6_y,L7_x,L7_y,L8_x,L8_y,L9_x,L9_y,L10_x,L10_y,L11_x,L11_y,L12_x,L12_y,L13_x,L13_y,L14_x,L14_y,L15_x,L15_y,L16_x,L16_y,L17_x,L17_y,L18_x,L18_y,L19_x,L19_y,L20_x,L20_y,L21_x,L21_y,L22_x,L22_y,L23_x,L23_y,L24_x,L24_y,L25_x,L25_y,L26_x,L26_y,L27_x,L27_y,L28_x,L28_y,L29_x,L29_y,L30_x,L30_y,L31_x,L31_y,L32_x,L32_y
199,225.05,239.48,233.25,232.1,234.95,232.32,236.57,232.46,227.36,229.56,225.2,228.12,223.12,226.74,231.84,227.95,215.89,218.62,220.64,244.47,214.35,242.92,216.67,249.79,162.34,209.02,158.96,252.62,122.42,237.73,138.48,224.16,128.98,237.88,130.82,215.65,131.91,239.31,133.79,210.37,136.15,232.37,137.45,218.61,135.43,233.31,129.15,331.15,97.14,324.75,171.67,412.3,145.33,425.76,147.97,497.76,120.5,533.88,125.73,507.5,108.21,547.91,178.25,539.14,154.96,562.49
200,222.57,240.48,229.94,233.85,231.35,233.98,232.81,234.02,225.59,231.12,223.99,229.37,222.46,227.5,229.36,228.5,215.73,219.01,218.42,244.65,213.41,241.87,216.24,248.25,161.91,209.79,164.03,248.31,125.43,236.4,138.01,223.44,132.23,239.37,128.26,217.71,134.79,243.15,131.26,213.25,138.52,236.01,134.46,218.21,137.61,235.74,129.06,331.14,97.18,324.71,170.81,412.46,146.1,425.76,147.54,498.47,120.59,533.68,125.02,507.5,108.2,547.76,176.64,538.17,155.33,562.48
201,223.97,240.12,230.77,233.44,231.97,233.59,233.24,233.65,226.89,230.62,225.38,228.81,223.9,226.81,229.54,228.09,216.95,218.65,219.27,244.48,214.45,241.17,216.31,247.26,165.59,208.9,163.9,246.8,121.65,235.12,143.06,235.69,156.95,251.26,136.75,237.13,168.16,261.91,141.03,231.89,173.91,253.46,141.61,231.53,169.01,250.61,129.1,330.38,97.23,324.53,169.88,412.47,146.88,425.63,146.25,498.24,120.77,533.22,124.74,507.5,108.18,546.84,174.96,536.69,155.34,562.46
202,224.41,239.48,231.1,232.87,232.2,233.02,233.36,233.1,227.44,230.01,225.95,228.19,224.45,226.17,229.64,227.55,217.38,218.44,219.48,243.91,214.7,240.6,216.44,246.68,167.1,208.7,164.24,245.93,122.44,235.04,144.74,234.86,160.99,250.96,133.27,228.16,172.07,261.58,143.08,230.44,177.33,253.32,143.36,230.16,172.26,250.57,129.22,330.06,97.3,324.46,169.18,412.47,147.2,425.57,144.66,497.53,121.05,532.98,123.74,507.14,108.21,546.38,174.06,534.67,155.4,562.2
203,224.33,239.24,231.21,232.31,232.35,232.46,233.5,232.56,227.38,229.73,225.76,228.1,224.1,225.67,229.73,227.15,217.2,216.82,219.67,243.48,214.59,239.12,216.98,246.5,164.46,207.03,165.3,254.03,124.8,239.42,142.69,235.43,174.54,259.19,132.48,235.14,189.38,270.65,139.62,229.85,192.77,259.76,140.63,229.49,186.45,256.85,129.7,329.52,97.32,323.71,168.57,412.48,147.24,425.59,141.41,497.27,121.3,532.88,120.09,507.07,108.21,546.3,172.74,533.69,155.7,561.97
204,224.48,239.19,231.27,232.95,232.4,233.17,233.56,233.34,227.45,229.9,225.81,228.02,224.1,225.53,229.81,227.04,217.03,216.47,219.9,243.14,214.97,239.09,216.71,245.36,160.9,206.61,177.51,265.85,121.06,244.99,153.84,251.58,163.81,261.9,145.51,253.79,174.47,269.58,149.26,245.85,177.66,257.54,149.76,244.36,173.46,255.5,131.79,329.21,97.96,322.97,165.79,413.74,146.62,426.84,140.88,499.37,121.74,532.91,120.51,506.94,108.3,546.57,171.18,534.7,156.55,561.65
205,224.36,238.41,231.37,232.92,232.51,232.98,233.65,233.04,227.4,229.2,225.65,226.88,223.76,223.92,229.97,226.99,216.59,213.65,219.87,241.52,214.78,236.12,218.53,245.2,159.61,205.47,185.07,276.18,122.83,251.73,153.48,256.16,164.65,270.86,144.12,256.67,176.51,279.83,147.78,247.12,179.28,267.06,148.76,246.23,174.91,264.6,132.77,329.33,98.23,321.89,164.45,416.98,146.48,428.13,139.42,499.87,121.63,533.22,118.62,509.31,108.09,547.65,171.5,535.84,157.46,561.76
206,222.53,238.24,230.13,232.7,231.43,232.8,232.73,232.88,226.16,229.1,224.52,226.81,222.74,223.96,229.96,226.81,216.14,213.71,218.42,241.4,213.57,235.98,219.34,245.13,158.31,205.89,189.83,278.07,132.7,260.16,156.15,271.13,169.87,267.93,142.74,266.03,180.16,273.57,146.26,259.71,180.44,260.44,153.63,257.86,176.94,259.18,134.44,329.33,98.83,321.81,163.1,417.84,146.45,429.59,138.05,501.17,121.62,533.72,117.95,509.18,108.13,548.47,171.67,535.71,159.23,561.75
207,222.89,238.28,230.25,232.51,231.45,232.62,232.82,232.69,226.4,228.98,224.79,226.71,223.04,223.91,230.24,226.68,216.36,213.75,218.67,241.33,213.91,235.98,219.6,245.07,159.92,206.31,186.23,287.84,124.39,260.0,205.06,283.66,165.43,282.94,210.4,282.68,173.65,291.1,206.19,271.08,174.93,275.75,200.52,270.22,171.81,275.52,134.91,329.42,99.79,320.73,161.85,418.12,146.35,429.92,137.6,502.05,121.51,534.75,118.13,509.11,108.14,549.64,171.81,535.62,160.32,561.75
208,221.22,238.57,229.17,232.75,230.81,232.91,232.45,233.01,224.06,229.07,222.12,226.76,220.12,223.99,230.25,226.84,214.73,214.0,217.85,241.66,212.16,236.1,220.68,247.02,160.1,206.58,188.05,293.59,124.54,262.22,178.81,277.82,166.1,289.77,176.0,277.11,176.44,300.63,176.07,266.39,175.6,282.45,175.34,265.31,174.0,279.73,135.94,329.42,100.29,319.25,160.23,418.94,146.33,430.6,137.29,503.15,121.11,535.62,117.73,509.86,108.12,550.44,172.02,536.06,160.18,561.97
209,219.38,238.81,227.38,233.01,229.04,233.29,230.69,233.52,222.3,229.12,220.35,226.76,218.37,223.99,229.1,227.05,213.39,214.03,215.73,242.4,210.28,236.36,220.58,248.17,160.64,206.7,186.95,298.76,131.64,266.35,151.42,271.28,167.39,286.26,151.64,270.85,181.46,300.55,156.25,260.85,178.92,281.99,157.76,260.14,176.81,280.96,136.11,329.33,100.78,319.12,159.31,419.4,146.29,430.98,134.92,502.91,121.08,535.76,118.13,509.81,108.25,550.91,172.01,536.04,160.81,561.99
210,219.94,238.87,227.67,232.92,229.15,233.2,230.56,233.47,222.87,229.26,220.97,226.97,219.05,224.33,228.01,226.19,213.75,214.33,215.99,242.42,210.84,236.91,217.13,247.62,160.98,208.12,191.39,297.62,132.66,268.02,162.13,303.01,165.8,300.65,154.99,311.36,177.92,310.39,157.47,300.15,176.54,302.67,159.04,296.18,174.19,299.01,135.84,329.33,101.23,319.17,158.31,419.14,146.54,431.17,134.47,501.89,121.05,536.0,118.4,507.36,108.25,551.4,172.05,530.81,161.53,561.96
211,220.2,238.87,227.19,232.82,228.49,232.95,229.72,233.02,222.55,229.22,220.57,226.94,218.57,224.31,225.73,225.22,212.25,214.53,215.9,242.51,210.95,237.16,215.17,246.51,160.9,209.81,197.29,298.35,133.19,268.89,182.19,318.17,164.66,306.81,175.22,326.32,176.91,316.12,172.4,316.82,175.1,310.69,173.13,312.47,172.84,306.99,137.41,328.96,102.36,319.07,158.15,419.1,146.69,431.26,133.63,501.58,121.0,535.98,117.77,506.84,108.24,551.35,171.18,531.08,161.43,561.89
212,220.09,238.89,226.69,232.79,227.89,232.88,229.02,232.83,222.19,229.2,220.2,226.94,218.2,224.35,224.48,224.8,211.51,214.86,215.49,242.57,210.76,237.36,213.68,245.14,161.02,211.17,198.74,296.14,133.17,270.88,186.4,318.99,163.99,308.46,179.87,327.81,176.52,318.7,176.71,319.06,174.52,312.73,177.06,314.3,172.28,308.46,138.03,328.49,103.34,318.76,157.81,418.54,146.82,431.22,134.17,500.94,121.0,535.73,117.89,505.9,108.24,551.32,171.1,530.91,161.37,561.51
213,219.31,238.54,225.46,232.57,226.49,232.6,227.44,232.5,221.44,229.15,219.64,226.92,217.84,224.34,222.97,224.52,211.57,215.0,214.5,241.8,210.34,237.06,210.22,243.74,162.58,211.78,200.96,296.12,136.29,271.75,188.89,318.21,165.21,306.23,181.12,326.81,174.48,317.38,178.01,317.74,175.41,312.05,179.1,313.58,172.89,307.39,137.1,328.65,103.62,319.81,156.27,418.0,146.91,432.06,134.42,499.8,120.95,535.91,118.06,505.76,107.49,551.29,171.15,525.63,161.4,561.07
214,219.35,238.53,225.72,232.34,226.79,232.14,227.73,231.78,221.51,229.14,219.67,226.96,217.89,224.49,222.48,223.61,211.81,215.54,214.72,241.67,210.46,237.18,207.87,239.5,163.07,214.84,203.43,293.61,136.26,276.41,195.56,325.06,165.55,319.24,189.67,335.37,173.34,330.36,184.89,327.78,176.74,327.31,185.01,323.5,174.2,322.1,136.24,328.69,104.27,321.43,156.51,416.25,147.19,432.18,134.64,495.48,121.11,535.89,118.35,500.91,107.39,551.28,170.1,523.68,161.44,560.59
215,219.38,237.78,225.65,230.82,226.53,230.38,227.25,229.79,221.73,228.48,219.93,226.5,218.16,224.19,221.59,221.98,211.9,215.47,213.98,240.33,210.26,236.77,205.62,234.78,163.36,218.5,204.68,290.89,137.21,282.98,201.8,332.72,173.76,333.04,197.9,345.17,179.34,347.25,193.75,341.85,184.21,345.22,193.25,337.4,182.56,340.01,135.0,326.64,104.56,321.42,156.79,412.91,147.99,431.16,134.81,493.68,121.53,535.84,118.48,499.24,107.39,551.2,170.98,521.16,161.41,560.21
216,219.41,237.78,225.8,230.55,226.66,229.96,227.32,229.2,221.98,228.48,220.37,226.59,218.76,224.44,221.24,221.24,211.96,215.79,214.08,240.16,210.28,236.84,203.74,233.28,164.5,221.69,204.17,288.48,139.63,285.83,203.14,335.47,178.06,335.92,199.95,349.17,182.83,350.25,196.08,346.97,186.87,348.32,195.09,342.09,185.36,343.14,134.74,325.77,105.36,321.68,156.24,412.1,148.68,431.36,134.18,494.15,121.58,535.94,118.11,499.44,107.43,551.19,169.62,522.65,160.64,560.14
217,219.52,237.68,225.9,230.25,226.78,229.59,227.46,228.78,222.1,228.44,220.56,226.59,219.0,224.45,221.52,220.53,212.0,215.79,214.17,239.78,210.67,236.79,203.71,229.59,167.01,223.59,205.35,285.42,144.04,290.69,204.7,335.7,181.06,339.42,203.69,349.82,186.31,355.3,199.66,349.27,191.05,353.53,198.67,344.87,190.02,348.8,134.7,324.17,106.73,321.73,154.03,410.38,149.21,430.59,134.25,494.02,121.67,535.47,119.45,499.83,107.55,550.61,166.55,529.78,160.18,559.71
218,219.65,237.21,225.84,229.76,226.63,229.04,227.22,228.18,222.23,228.25,220.67,226.51,219.04,224.44,221.4,219.58,212.24,215.79,214.27,238.8,210.95,236.29,202.82,229.02,168.59,224.08,204.27,284.99,146.9,292.47,204.84,337.42,182.91,342.23,204.13,350.92,188.16,357.78,200.58,351.02,192.71,356.11,199.79,347.04,191.73,351.57,134.15,324.19,107.29,322.66,152.65,409.7,149.55,430.69,133.08,496.23,121.8,535.94,118.15,507.39,107.53,551.17,166.87,529.48,160.33,559.84
219,220.49,234.81,226.16,227.37,226.79,226.64,227.24,225.79,223.24,226.26,221.97,224.81,220.64,223.13,221.57,217.39,213.83,215.16,215.08,235.89,212.52,233.98,202.14,227.49,171.08,224.23,203.36,283.49,149.33,293.27,205.12,337.92,185.04,344.82,204.89,351.06,188.52,363.12,201.28,351.95,193.91,361.01,200.19,347.71,193.54,354.83,133.53,323.86,107.88,323.18,153.01,412.9,149.78,430.75,130.69,498.42,121.95,535.94,116.44,507.17,107.53,551.14,161.85,533.13,159.29,559.94
220,220.77,231.92,226.19,224.73,226.84,224.07,227.31,223.28,223.45,223.61,222.3,222.25,221.08,220.79,221.63,215.23,214.5,213.85,215.57,233.15,213.25,231.28,201.68,226.71,172.64,224.23,202.02,283.08,151.42,295.69,204.54,338.88,186.16,347.4,204.85,352.32,189.42,367.46,201.68,353.7,194.86,365.51,200.2,349.04,194.01,358.15,133.06,323.02,108.4,323.53,154.43,413.37,150.08,430.56,131.01,498.39,121.94,535.73,116.61,504.03,107.53,550.87,161.6,532.8,158.62,559.78
221,220.59,231.61,225.92,224.48,226.55,223.89,227.01,223.18,223.26,223.19,222.11,221.78,220.91,220.3,221.18,214.95,214.37,213.31,215.43,233.14,213.1,231.05,200.6,226.29,172.0,224.98,200.09,282.79,154.12,298.24,204.64,339.35,189.61,350.97,205.32,354.37,191.63,371.57,202.42,355.95,196.32,369.9,200.94,350.9,195.5,362.45,133.1,322.01,108.81,323.51,155.12,413.32,150.03,430.44,131.11,496.93,121.96,534.9,116.66,500.0,107.63,549.88,162.38,524.62,157.22,558.67
222,219.73,231.72,225.11,224.59,225.71,224.13,226.18,223.53,222.28,222.9,220.97,221.33,219.59,219.66,220.2,215.44,212.69,212.69,214.71,233.59,212.07,231.18,199.92,226.91,171.37,224.93,197.35,283.52,154.26,298.52,203.81,340.77,190.66,352.39,204.86,357.27,192.95,373.69,202.52,358.69,197.39,372.43,200.83,353.04,196.4,364.99,133.12,321.87,108.95,323.49,154.45,408.9,150.0,430.45,131.26,495.14,122.1,534.24,116.74,498.33,107.83,549.08,162.99,520.98,157.31,557.64
223,219.23,231.75,224.65,224.67,225.27,224.29,225.76,223.76,221.7,222.76,220.28,221.12,218.8,219.35,219.86,215.76,211.73,212.35,214.29,233.85,211.43,231.2,199.7,227.09,170.77,225.13,195.94,283.7,154.36,298.65,203.48,340.88,191.04,352.47,204.63,357.53,193.34,374.09,202.56,359.01,197.77,372.93,200.85,353.21,196.74,365.39,133.13,321.75,108.92,323.53,153.96,407.44,149.98,430.46,132.49,494.13,122.11,533.87,118.51,498.28,107.83,548.66,163.07,522.23,147.98,559.83
224,219.15,231.62,224.55,224.26,225.12,223.85,225.57,223.31,221.68,222.43,220.28,220.8,218.82,219.07,219.16,215.2,211.71,212.1,214.12,233.74,211.24,231.13,197.32,226.56,171.03,225.59,191.82,283.39,155.62,299.4,202.73,339.01,191.34,353.08,204.2,355.13,193.93,374.8,202.76,357.88,198.22,373.11,200.89,352.28,197.0,365.69,131.65,321.89,109.32,325.67,153.21,407.53,149.86,431.01,132.73,494.24,122.11,533.88,118.92,498.63,107.81,548.6,163.21,519.93,146.8,559.83
225,219.75,229.89,224.92,221.97,225.32,221.53,225.61,220.99,222.57,220.46,221.34,219.11,219.99,217.71,219.09,213.77,212.11,211.65,214.25,232.43,211.65,230.07,193.92,226.22,173.99,226.94,187.53,283.35,157.7,299.77,202.66,337.9,191.98,353.9,203.37,354.34,195.07,375.26,202.44,357.39,198.82,374.19,200.56,352.24,197.44,367.28,127.59,321.95,110.23,328.08,151.96,407.9,149.86,432.16,133.2,494.35,122.13,533.87,118.79,498.77,107.96,548.61,163.67,519.08,155.74,557.39
226,219.72,228.51,224.52,220.18,224.63,219.58,224.59,218.86,222.58,219.45,221.52,218.45,220.44,217.38,217.02,211.86,212.29,211.57,213.66,231.14,211.65,229.59,185.01,221.31,179.58,228.34,179.32,281.37,160.62,298.81,198.67,337.38,192.14,353.0,201.61,353.44,195.55,373.45,201.63,355.02,198.95,372.57,200.07,350.0,197.4,365.37,118.35,320.96,113.5,330.6,149.37,407.8,149.32,434.78,132.81,492.49,122.13,533.87,119.23,498.97,107.85,548.67,164.83,516.66,159.36,556.19
227,219.84,225.25,224.56,216.61,224.59,215.16,224.37,213.58,223.83,218.16,223.71,217.89,223.68,217.39,216.55,207.44,216.59,212.41,213.61,226.28,212.47,227.72,174.91,210.01,186.93,238.49,165.05,256.59,174.49,303.58,188.57,297.94,195.31,359.06,194.74,306.83,196.93,374.14,199.19,307.96,199.88,373.08,189.77,299.31,199.02,367.91,114.33,319.12,118.92,332.54,148.02,406.42,148.54,434.91,134.08,490.57,122.32,533.86,125.2,500.6,107.97,548.71,168.48,514.43,162.44,553.21
228,219.65,225.86,224.24,217.61,224.12,216.38,223.81,215.01,223.83,218.6,223.73,218.14,223.71,217.45,216.14,207.91,216.82,212.82,213.41,226.86,212.52,227.82,172.37,208.44,188.21,237.51,160.59,262.62,177.96,304.58,181.55,307.87,195.4,360.86,187.2,318.72,197.78,373.92,188.28,315.53,200.49,371.83,184.61,307.23,199.51,367.59,112.3,319.35,121.06,333.96,146.06,407.05,148.44,435.16,135.66,490.99,122.29,534.19,125.76,505.41,107.64,549.56,169.51,514.37,162.86,553.62
229,219.87,225.75,224.32,217.69,224.15,216.47,223.91,215.12,224.54,218.58,224.68,218.13,224.83,217.52,216.35,207.69,218.02,212.84,213.54,226.8,213.54,227.47,171.73,207.91,191.9,235.49,161.78,259.6,180.59,303.2,183.59,301.38,196.41,357.7,188.63,311.63,198.45,372.46,189.13,311.01,201.8,370.41,184.85,308.16,201.01,365.54,111.43,319.33,122.71,333.31,144.74,407.09,148.5,435.0,135.65,493.51,122.29,535.74,125.09,509.54,107.64,551.37,170.11,515.48,164.17,554.03
230,219.78,225.96,224.11,217.94,223.86,216.75,223.52,215.4,224.53,218.72,224.63,218.23,224.75,217.61,216.0,207.55,218.16,212.86,213.51,227.05,213.63,227.53,169.72,208.14,192.32,234.73,161.49,261.86,181.9,302.56,184.06,304.11,196.84,357.3,189.17,314.81,198.82,371.99,189.13,308.03,202.3,369.67,185.1,305.48,201.39,364.75,109.95,319.36,124.8,333.16,143.17,407.22,148.86,434.82,135.35,494.72,122.19,536.78,124.68,510.98,107.47,552.33,170.12,516.0,163.67,554.75
231,219.9,225.0,224.13,216.75,223.9,215.47,223.57,214.04,224.7,217.87,224.87,217.55,225.03,217.18,216.04,206.49,218.69,212.84,213.56,226.19,214.04,226.98,170.16,206.85,194.77,235.41,162.41,258.15,184.06,303.36,184.7,300.52,197.04,355.9,189.72,310.91,198.73,371.49,190.07,309.4,202.21,368.76,187.14,307.34,201.38,364.52,109.92,318.62,126.75,333.06,142.7,407.25,149.19,434.07,132.31,494.38,122.03,536.97,121.45,507.8,107.28,552.21,169.92,514.64,164.1,554.45
232,219.92,224.53,224.08,216.18,223.77,214.83,223.34,213.32,224.72,217.49,224.94,217.25,225.14,217.0,215.81,205.78,219.19,212.85,213.58,225.67,214.35,226.72,167.86,205.23,197.6,236.23,159.51,252.55,185.29,303.2,182.55,293.57,196.5,353.43,187.73,303.7,198.31,365.76,190.33,303.05,201.91,362.35,187.78,301.32,201.11,357.83,107.1,317.82,130.09,333.12,135.27,407.36,149.54,433.0,130.34,493.64,122.03,536.93,119.14,504.86,107.23,552.1,168.34,512.13,164.12,553.69
233,219.92,224.32,224.02,215.98,223.66,214.62,223.18,213.12,224.73,217.3,224.97,217.07,225.2,216.88,215.75,205.63,219.53,212.85,213.59,225.42,214.51,226.51,167.15,204.06,198.46,236.0,159.21,249.9,185.8,302.97,182.47,289.89,196.18,351.53,187.61,299.65,198.03,363.07,190.75,299.06,201.68,359.53,188.19,297.46,200.94,354.77,106.45,317.53,130.96,333.18,137.75,405.77,149.74,432.39,129.14,492.51,122.01,536.88,117.94,502.54,107.22,552.07,167.51,510.82,164.39,553.39
234,219.93,224.2,223.92,215.97,223.5,214.63,222.96,213.14,224.73,217.23,224.99,216.99,225.24,216.8,215.58,205.57,219.7,212.85,213.59,225.2,214.67,226.29,165.16,203.43,199.12,235.82,155.56,250.63,185.66,302.69,177.74,293.41,195.93,351.82,182.67,303.85,197.86,363.28,187.31,303.58,201.48,359.89,185.36,301.5,200.74,355.14,105.1,317.51,132.44,333.32,138.93,404.42,150.09,431.98,128.31,492.08,121.96,536.85,116.63,501.09,107.18,552.01,166.63,509.74,164.22,553.47
235,219.93,224.27,223.92,216.14,223.49,214.83,222.96,213.37,224.76,217.31,225.05,217.03,225.33,216.82,215.62,205.62,219.94,212.84,213.61,225.21,214.76,226.21,165.07,202.89,199.03,235.47,156.92,250.78,187.01,301.0,178.06,292.86,196.15,349.72,182.48,303.25,197.88,360.04,187.3,302.58,201.28,357.98,185.63,300.61,200.48,352.77,105.56,317.54,132.09,333.57,139.72,404.64,150.22,431.84,128.23,491.78,121.98,536.84,116.17,500.77,107.23,551.97,166.59,509.73,164.62,553.57
236,219.93,223.5,223.85,215.55,223.36,214.11,222.74,212.49,224.84,216.91,225.25,216.65,225.7,216.45,215.42,204.3,220.58,212.46,213.62,223.9,214.9,225.31,164.19,201.73,200.04,235.45,154.31,252.58,188.73,299.25,172.08,295.45,196.09,347.93,175.25,306.2,197.78,357.47,180.27,305.45,200.9,355.71,179.47,303.04,199.67,351.29,105.2,317.62,132.52,333.78,134.45,405.28,150.48,431.6,128.11,490.86,121.93,536.78,115.94,500.37,107.24,551.68,165.32,507.91,164.49,553.66
237,220.35,222.55,223.92,214.52,223.39,213.07,222.75,211.45,225.1,216.01,225.56,215.8,226.05,215.66,215.44,203.6,220.91,212.07,214.2,223.27,215.6,224.79,164.32,200.14,202.02,236.42,154.21,249.25,187.94,299.22,173.74,289.76,196.01,345.49,177.41,299.66,197.74,355.63,182.08,298.86,200.58,353.8,180.99,296.95,199.04,348.59,105.15,317.67,133.21,333.95,135.84,404.61,150.54,431.24,128.18,490.9,122.02,536.62,115.96,500.49,107.93,551.58,165.37,508.31,165.18,553.4
238,221.11,221.69,224.22,213.27,223.55,211.68,222.79,209.89,225.88,214.99,226.48,214.81,227.08,214.71,215.44,202.16,222.27,211.51,214.96,222.48,216.63,224.3,161.69,199.35,205.53,237.49,134.86,250.23,188.41,299.18,155.92,285.5,195.64,337.8,157.75,295.25,197.44,346.14,163.58,294.04,198.32,341.65,163.46,291.91,196.68,338.12,105.01,317.85,134.3,334.2,136.77,403.98,150.79,431.34,128.51,491.31,122.25,536.14,116.0,501.37,108.24,551.54,165.81,508.76,165.92,553.45
239,221.32,220.77,224.23,212.25,223.55,210.55,222.73,208.62,226.11,214.18,226.8,214.04,227.48,213.94,215.31,200.99,223.02,211.0,215.26,221.38,217.09,223.56,160.4,198.7,207.41,237.86,132.28,250.74,188.24,299.06,150.85,283.3,194.74,330.54,152.34,292.74,199.07,339.03,158.19,291.21,196.94,335.02,158.33,288.98,193.86,329.44,104.85,318.72,134.99,334.75,137.36,404.24,151.27,432.42,128.69,491.7,122.38,536.04,116.18,501.72,108.41,551.51,165.81,509.69,165.99,553.5
240,221.85,219.85,224.5,211.47,223.7,209.76,222.79,207.84,226.7,213.43,227.46,213.29,228.2,213.2,215.34,200.5,223.72,210.41,215.78,220.2,217.74,222.53,160.1,197.71,208.33,237.6,131.82,251.38,187.52,296.63,145.52,284.7,191.96,322.67,145.88,294.75,194.65,332.03,151.56,293.19,193.16,330.15,152.05,290.61,190.26,320.83,104.53,318.93,134.49,334.93,137.4,404.73,151.75,432.51,129.71,492.7,122.7,535.32,121.05,505.56,108.53,551.0,166.62,512.18,166.52,553.73
241,223.16,219.66,225.56,211.49,224.68,209.85,223.67,207.99,227.76,213.29,228.44,213.12,229.08,212.98,216.15,200.67,224.44,210.19,217.14,220.03,219.05,222.11,158.84,195.5,209.47,237.5,128.66,250.82,187.08,295.23,144.0,281.79,189.04,308.69,145.36,291.32,193.73,309.48,151.18,289.45,187.58,293.81,151.44,286.7,186.22,292.5,104.37,319.06,134.67,335.06,137.8,404.88,151.87,432.69,132.54,492.71,123.59,534.54,121.94,504.63,109.19,550.79,169.64,512.2,166.54,552.93
242,223.95,219.06,226.29,211.13,225.39,209.51,224.34,207.68,228.55,212.81,229.23,212.59,229.86,212.4,216.8,200.36,225.22,209.68,217.9,219.37,219.82,221.36,158.44,194.54,210.15,237.4,128.18,250.41,186.83,294.84,143.54,279.09,187.47,307.39,145.06,288.53,192.29,312.49,151.14,286.71,187.4,305.47,151.29,284.05,184.2,300.67,104.11,319.07,135.3,335.02,137.92,406.16,152.2,433.63,132.62,496.0,124.06,534.56,121.77,506.17,109.2,550.84,169.56,514.37,166.98,553.38
243,224.35,218.77,226.66,211.03,225.74,209.46,224.67,207.65,228.9,212.61,229.56,212.36,230.17,212.14,217.1,200.33,225.43,209.43,218.28,218.98,220.15,220.94,158.23,194.23,210.23,237.34,127.67,247.55,186.67,294.74,142.16,279.06,186.84,306.53,143.6,288.69,191.89,311.46,149.8,286.86,187.35,305.86,149.95,284.1,185.48,301.2,103.83,319.08,135.47,335.01,138.02,406.29,152.42,433.64,133.77,495.91,124.4,534.58,121.93,506.2,109.27,550.97,171.3,514.35,167.4,553.55
244,224.94,218.24,227.17,210.77,226.24,209.22,225.17,207.43,229.39,212.3,230.04,212.04,230.63,211.81,217.65,200.14,225.97,209.13,218.87,218.42,220.69,220.42,157.94,193.05,211.17,237.5,126.09,247.21,186.52,294.6,139.53,277.42,184.67,303.17,141.26,287.04,187.46,304.93,147.77,285.19,181.71,297.57,147.82,282.35,182.24,294.78,103.59,318.99,135.67,335.0,138.29,406.17,152.56,433.62,134.7,495.76,124.8,534.6,122.4,506.0,109.44,551.06,172.29,514.32,168.03,554.06
245,225.26,217.91,227.56,210.71,226.67,209.2,225.65,207.44,229.71,212.22,230.34,211.98,230.93,211.75,218.27,200.04,226.51,209.01,219.26,218.1,221.03,220.1,157.51,191.7,212.02,237.68,125.18,245.64,185.51,292.51,138.3,274.36,182.73,277.87,140.58,283.45,184.15,275.86,146.35,281.55,178.87,268.05,146.27,278.81,177.13,268.25,103.45,318.79,135.84,334.9,138.34,405.76,152.65,433.49,136.94,495.66,125.32,534.55,126.38,507.04,109.42,551.0,175.53,514.08,168.29,556.07
246,226.34,218.0,228.65,210.79,227.77,209.29,226.78,207.53,230.69,212.29,231.26,212.04,231.78,211.81,219.21,200.07,227.24,208.99,220.11,218.22,221.82,220.17,157.03,191.22,212.86,239.0,125.8,246.09,184.15,292.8,139.14,274.52,182.83,273.39,141.77,283.23,184.67,269.79,147.21,281.43,179.24,261.4,147.06,278.86,176.75,262.28,103.49,318.83,136.17,334.98,138.5,405.72,152.99,433.51,139.13,494.13,125.73,534.47,128.31,507.33,109.5,550.99,178.15,513.62,168.33,556.56
247,226.3,218.08,228.61,210.86,227.76,209.35,226.8,207.61,230.61,212.32,231.16,212.07,231.68,211.86,219.29,200.13,227.11,209.01,220.06,218.3,221.74,220.24,156.62,190.14,213.26,241.27,127.3,238.93,183.17,293.01,141.3,261.46,183.04,264.28,142.14,267.52,184.94,258.2,148.16,266.08,180.78,249.74,148.3,264.72,178.38,251.84,103.55,318.83,136.41,335.01,138.92,405.76,153.28,433.52,141.1,493.98,126.12,534.35,130.64,507.2,109.75,550.97,179.44,514.05,168.65,557.03
248,226.22,218.14,228.55,210.9,227.71,209.41,226.76,207.67,230.53,212.41,231.08,212.2,231.58,212.03,219.33,200.17,226.98,209.06,219.98,218.39,221.66,220.3,156.14,189.41,213.96,241.75,127.94,231.99,183.17,288.82,145.63,251.76,184.5,258.86,151.25,256.83,186.67,251.9,156.23,255.38,181.57,243.78,155.04,254.52,179.42,246.35,103.57,318.91,136.74,335.14,139.31,405.87,154.04,433.55,141.17,494.04,126.46,534.38,130.28,508.79,109.97,550.96,179.45,514.96,169.1,558.95
249,226.16,218.02,228.5,210.93,227.68,209.44,226.74,207.69,230.47,212.45,231.01,212.21,231.51,212.07,219.5,200.19,226.92,209.07,219.92,218.14,221.58,220.23,156.02,188.69,214.44,241.79,128.55,223.22,184.01,277.34,149.78,241.97,186.19,250.13,157.31,246.66,188.15,242.39,160.93,245.56,182.13,234.9,159.06,244.99,180.06,238.07,104.08,318.95,137.23,335.23,144.52,403.9,154.34,433.42,142.36,492.63,126.72,534.28,130.94,508.5,110.09,550.65,179.83,514.92,169.45,559.25
